1	2	6	25900.20064	3.2	0	11	1	0
1	3	4	23403.47319	0	0	3	1	0
2	1	6	25900.20064	0	0	11	1	0
2	6	5	4958.180928	0	0	3	1	0
3	1	4	23403.47319	0	0	3	1	0
3	4	4	17110.52372	0	0	3	1	0
3	12	4	23403.47319	3.1	0	6	1	0
4	3	4	17110.52372	0	0	3	1	0
4	5	2	17782.7941	0	0	4	1	0
4	11	6	4908.82673	0	0	6	1	0
5	4	2	17782.7941	0	0	4	1	0
5	6	4	4947.995469	0	0	4	1	0
5	9	5	10000.00000	0	0	3	1	0
6	2	5	4958.180928	3.6	0	3	1	0
6	5	4	4947.995469	0	0	4	1	0
6	8	2	4898.587646	0	0	3	1	0
7	8	3	7841.81131	0	0	5	1	0
7	18	2	23403.47319	0	0	3	1	0
8	6	2	4898.587646	0	0	3	1	0
8	7	3	7841.81131	0	0	5	1	0
8	9	10	5050.193156	0	0	4	1	0
8	16	5	5045.822583	0	0	3	1	0
9	5	5	10000.00000	0	0	3	1	0
9	8	3	5050.193156	2	0	4	1	0
9	10	3	13915.78842	0	0	3	1	0
10	9	3	13915.78842	0	0	3	1	0
10	11	5	10000.00000	0	0	4	1	0
10	15	6	13512.00155	0	0	6	1	0
10	16	4	4854.917717	0	0	4	1	0
10	17	3	4993.510694	1.2	0	5	1	0
11	4	6	4908.82673	0	0	6	1	0
11	10	5	10000.00000	0	0	4	1	0
11	12	6	4908.82673	0	0	3	1	0
11	14	4	4876.508287	1.6	0	6	1	0
12	3	4	23403.47319	0	0	6	1	0
12	11	6	4908.82673	0	0	3	1	0
12	13	4	25900.20064	3.6	0	13	1	0
13	12	3	25900.20064	0	0	13	1	0
13	24	4	5091.256152	0	0	3	1	0
14	11	4	4876.508287	0	0	6	1	0
14	15	5	5127.526119	0	0	4	1	0
14	23	4	4924.790605	0	0	3	1	0
15	10	6	13512.00155	0	0	6	1	0
15	14	5	5127.526119	0	0	4	1	0
15	19	3	14564.75315	0	0	4	1	0
15	22	3	9599.180565	8	0	3	1	0
16	8	5	5045.822583	0	0	3	1	0
16	10	4	4854.917717	0	0	4	1	0
16	17	2	5229.910063	0	0	3	1	0
16	18	3	19679.89671	0	0	5	1	0
17	10	8	4993.510694	0	0	5	1	0
17	16	2	5229.910063	0	0	3	1	0
17	19	2	4823.950831	0	0	3	1	0
18	7	2	23403.47319	0	0	3	1	0
18	16	3	19679.89671	0	0	5	1	0
18	20	4	23403.47319	0	0	13.93	1	0
19	15	3	14564.75315	0	0	4	1	0
19	17	2	4823.950831	0	0	3	1	0
19	20	4	5002.607563	0	0	7	1	0
20	18	6	23403.47319	1.8	0	13.93	1	0
20	19	4	5002.607563	0	0	7	1	0
20	21	6	5059.91234	0	0	4	1	0
20	22	5	5075.697193	0	0	5.66	1	0
21	20	6	5059.91234	0	0	4	1	0
21	22	2	5229.910063	0	0	4	1	0
21	24	3	4885.357564	0	0	4	1	0
22	15	3	9599.180565	0	0	3	1	0
22	20	5	5075.697193	0	0	5.66	1	0
22	21	2	5229.910063	0	0	4	1	0
22	23	4	5000.000000	0	0	4	1	0
23	14	4	4924.790605	0	0	3	1	0
23	22	4	5000.000000	0	0	4	1	0
23	24	2	5078.508436	0	0	4	1	0
24	13	4	5091.256152	0	0	3	1	0
24	21	3	4885.357564	0	0	4	1	0
24	23	2	5078.508436	0	0	4	1	0
22	14	10	999999.00000	0	3	5	1.2	0
2	7	12	999999.00000	0	3	10	1.2	0
11	15	11	999999.00000	0	5	8	1.2	0
24	12	11	999999.00000	0	4	13.5	1.2	0
